,Trail Name,compound,RF_Sentiment,name,area_name,city_name,state_name,country_name,length,elevation_gain,difficulty_rating,route_type,avg_rating,num_reviews,features,activities,river,beach,strollers,forest,city-walk,partially-paved,kids,rails-trails,dogs,waterfall,dogs-leash,ada,paved,hot-springs,views,dogs-no,cave,historic-site,wildlife,wild-flowers,lake,mountain-biking,surfing,off-road-driving,camping,walking,fishing,whitewater-kayaking,road-biking,horseback-riding,rails-trails.1,skiing,backpacking,scenic-driving,paddle-sports,sea-kayaking,canoeing,trail-running,bike-touring,birding,rock-climbing,cross-country-skiing,snowshoeing,ice-climbing,snowboarding,hiking,fly-fishing,nature-trips,update_name,update_state,trail_url,Lat,Lng
43,Beaver Ponds Loop Trail,0.69802,0,Beaver Ponds Loop Trail,Yellowstone National Park,Gardiner,Montana,United States,8851.37,232.8672,3,loop,4.5,187,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'cross-country-skiing', 'horseback-riding']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,Beaver-Ponds-Loop-Trail,Montana,https://www.alltrails.com/trail/us/Montana/Beaver-Ponds-Loop-Trail,44.97375,-110.70442
44,Bechler River Trail,0.8537,1,Bechler River Cutoff Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,5632.69,50.9016,3,out and back,4,1,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Bechler-River-Cutoff-Trail,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Bechler-River-Cutoff-Trail,44.14923,-111.04637
45,Beech Cliff Loop,0.86598,1,Beech Cliff Trail via Beech Cliff Loop,Acadia National Park,Mount Desert,Maine,United States,2253.076,166.7256,3,loop,4.5,66,"['dogs-leash', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Beech-Cliff-Trail-via-Beech-Cliff-Loop,Maine,https://www.alltrails.com/trail/us/Maine/Beech-Cliff-Trail-via-Beech-Cliff-Loop,44.31527,-68.34355
46,Cliff Trail,0.92217,1,Beech Cliff Trail via Beech Cliff Loop,Acadia National Park,Mount Desert,Maine,United States,2253.076,166.7256,3,loop,4.5,66,"['dogs-leash', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Beech-Cliff-Trail-via-Beech-Cliff-Loop,Maine,https://www.alltrails.com/trail/us/Maine/Beech-Cliff-Trail-via-Beech-Cliff-Loop,44.31527,-68.34355
47,Beech Mountain Trail,0.67038,0,Beech Mountain Loop Trail,Acadia National Park,Mount Desert,Maine,United States,1931.208,105.7656,3,loop,4.5,230,"['dogs-leash', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Beech-Mountain-Loop-Trail,Maine,https://www.alltrails.com/trail/us/Maine/Beech-Mountain-Loop-Trail,44.31514,-68.34318
48,Belly River,0.73295,0,Belly River Trail to Cosley Lake,Glacier National Park,Babb,Montana,United States,28646.252,571.8048,5,out and back,4.5,24,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Belly-River-Trail-to-Cosley-Lake,Montana,https://www.alltrails.com/trail/us/Montana/Belly-River-Trail-to-Cosley-Lake,48.99598,-113.65968
49,Bierstadt Lake,0.69402,0,Bierstadt Lake Loop Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,5149.888,190.8048,3,loop,4.5,496,"['dogs-no', 'lake', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'snowshoeing', 'trail-running', 'walking', 'horseback-riding']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,Bierstadt-Lake-Loop-Trail,Colorado,https://www.alltrails.com/trail/us/Colorado/Bierstadt-Lake-Loop-Trail,40.32048,-105.62367
50,Big Baldy,0.77213,1,Big Baldy Ridge Trail,Sequoia National Park,Stony Creek Village,California,United States,8851.37,423.9768,3,loop,4.5,110,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Big-Baldy-Ridge-Trail,California,https://www.alltrails.com/trail/us/California/Big-Baldy-Ridge-Trail,36.69705,-118.87877
51,Big Creek Trail,0.965675,1,Big Creek Trail,Great Smoky Mountains National Park,Waynesville,North Carolina,United States,16737.136,399.8976,5,out and back,4.5,89,"['dogs-no', 'forest', 'kids', 'wild-flowers']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'horseback-riding']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Big-Creek-Trail,North-Carolina,https://www.alltrails.com/trail/us/North-Carolina/Big-Creek-Trail,35.7519,-83.11021
52,Big Dry Creek Trail,0.78766,1,Big Creek Trail,Great Smoky Mountains National Park,Waynesville,North Carolina,United States,16737.136,399.8976,5,out and back,4.5,89,"['dogs-no', 'forest', 'kids', 'wild-flowers']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'horseback-riding']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Big-Creek-Trail,North-Carolina,https://www.alltrails.com/trail/us/North-Carolina/Big-Creek-Trail,35.7519,-83.11021
53,Big Fork Ridge Loop Trail,0.8834,1,Big Fork Ridge Loop Trail,Great Smoky Mountains National Park,Waynesville,North Carolina,United States,14484.06,567.8424,3,loop,4,14,"['dogs-no', 'forest', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking', 'nature-trips', 'trail-running', 'horseback-riding', 'fly-fishing']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,Big-Fork-Ridge-Loop-Trail,North-Carolina,https://www.alltrails.com/trail/us/North-Carolina/Big-Fork-Ridge-Loop-Trail,35.61729,-83.11951
54,Big Oak Flat Road,0.3585,0,Old Big Oak Flat Road,Yosemite National Park,Yosemite Valley,California,United States,11426.314,542.8488,3,out and back,4,9,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Old-Big-Oak-Flat-Road,California,https://www.alltrails.com/trail/us/California/Old-Big-Oak-Flat-Road,37.7148,-119.73491
55,Big Trees Trail,0.83509,1,Big Trees Trail,Sequoia National Park,Three Rivers,California,United States,2092.142,36.8808,1,loop,4.5,109,"['ada', 'dogs-no', 'forest', 'kids', 'paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Big-Trees-Trail,California,https://www.alltrails.com/trail/us/California/Big-Trees-Trail,36.56465,-118.77323
56,Bill Hall Trail,0.9077,1,Monument Point via Bill Hall Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,2414.01,103.9368,1,out and back,4.5,5,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Monument-Point-via-Bill-Hall-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Monument-Point-via-Bill-Hall-Trail,36.43466,-112.42976
57,Biscuit Basin,0.66591,0,Biscuit Basin Interpretive Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,1126.538,7.9248,1,loop,4.5,104,"['ada', 'dogs-no', 'kids', 'hot-springs', 'river', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Biscuit-Basin-Interpretive-Trail,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Biscuit-Basin-Interpretive-Trail,44.48496,-110.85223
58,Bishop Pass Trail,0.79175,1,Bishop Pass Trail,Kings Canyon National Park,Bishop,California,United States,35083.612,1721.8152,5,out and back,4.5,2,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bishop-Pass-Trail,California,https://www.alltrails.com/trail/us/California/Bishop-Pass-Trail,37.16922,-118.56599
59,Black Creek Trail,0.7937,1,Black Creek Canal Trail,Biscayne National Park,Homestead,Florida,United States,2735.878,0.9144,1,out and back,4,16,"['beach', 'dogs-no', 'forest', 'kids', 'views', 'wildlife']","['hiking', 'nature-trips', 'walking']",0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Black-Creek-Canal-Trail,Florida,https://www.alltrails.com/trail/us/Florida/Black-Creek-Canal-Trail,25.54017,-80.32772
60,Black Dragon Canyon Trail,0.52059,0,Black Canyon Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,24944.77,1158.8496,3,out and back,4.5,15,"['dogs-no', 'lake', 'river', 'views']","['camping', 'hiking', 'horseback-riding']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Black-Canyon-Trail,Colorado,https://www.alltrails.com/trail/us/Colorado/Black-Canyon-Trail,40.4015,-105.52102
61,Black Dragon Canyon Trail,0.52059,0,Black Canyon Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,12070.05,520.9032,3,out and back,4.5,9,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Black-Canyon-Trail,Colorado,https://www.alltrails.com/trail/us/Colorado/Black-Canyon-Trail,40.39644,-105.51289
62,Black Dragon Canyon Trail,0.52059,0,Black Canyon Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,20760.486,641.9088,3,point to point,5,7,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'trail-running', 'walking', 'fly-fishing']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,Black-Canyon-Trail,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Black-Canyon-Trail,44.94903,-110.45043
63,Black Lake Trail,0.96842,1,Black Lake Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,15610.598,500.7864,5,out and back,5,158,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Black-Lake-Trail,Colorado,https://www.alltrails.com/trail/us/Colorado/Black-Lake-Trail,40.31198,-105.64574
64,Black Mountain Trail,0.78294,1,Black Mountain Trail,Channel Islands National Park,Ventura,California,United States,9656.04,389.8392,3,out and back,4.5,3,"['beach', 'dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Black-Mountain-Trail,California,https://www.alltrails.com/trail/us/California/Black-Mountain-Trail,33.99341,-120.04382
65,Black Sand Basin,0.63363,0,Black Sand Basin Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,804.67,2.7432,1,out and back,4.5,56,"['dogs-no', 'lake', 'kids', 'hot-springs', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Black-Sand-Basin-Trail,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Black-Sand-Basin-Trail,44.46212,-110.85335
66,Blue Creek Trail,0.8383,1,Blue Creek Trail,Big Bend National Park,Big Bend National Park,Texas,United States,17702.74,820.8264,7,out and back,4.5,7,"['dogs-no', 'forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Blue-Creek-Trail,Texas,https://www.alltrails.com/trail/us/Texas/Blue-Creek-Trail,29.21642,-103.36926
67,Blue Hen Falls,0.65307,0,Blue Hen Falls Trail,Cuyahoga Valley National Park,Brecksville,Ohio,United States,804.67,23.7744,3,out and back,4,328,"['dogs-leash', 'kids', 'views', 'waterfall']","['hiking', 'trail-running']",0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Blue-Hen-Falls-Trail,Ohio,https://www.alltrails.com/trail/us/Ohio/Blue-Hen-Falls-Trail,41.25634,-81.57266
68,Blue Lake Trail,0.86226,1,Blue Lake Trail,North Cascades National Park,Stehekin,Washington,United States,8529.502,291.9984,3,out and back,4.5,287,"['dogs-no', 'forest', 'lake', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'rock-climbing', 'snowshoeing', 'trail-running', 'walking', 'fly-fishing']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,Blue-Lake-Trail,Washington,https://www.alltrails.com/trail/us/Washington/Blue-Lake-Trail,48.51941,-120.67423
69,Blue Lakes Trail,0.79363,1,Blue Lake Trail,North Cascades National Park,Stehekin,Washington,United States,8529.502,291.9984,3,out and back,4.5,287,"['dogs-no', 'forest', 'lake', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'rock-climbing', 'snowshoeing', 'trail-running', 'walking', 'fly-fishing']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,Blue-Lake-Trail,Washington,https://www.alltrails.com/trail/us/Washington/Blue-Lake-Trail,48.51941,-120.67423
70,Blue Mesa,0.75403,1,Blue Mesa Trail,Petrified Forest National Park,Holbrook,Arizona,United States,1448.406,32.9184,1,loop,4.5,163,"['dogs-leash', 'kids', 'partially-paved', 'views']","['hiking', 'walking']",0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Blue-Mesa-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Blue-Mesa-Trail,34.93947,-109.75639
71,Mesa Trail,0.64024,0,Blue Mesa Trail,Petrified Forest National Park,Holbrook,Arizona,United States,1448.406,32.9184,1,loop,4.5,163,"['dogs-leash', 'kids', 'partially-paved', 'views']","['hiking', 'walking']",0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Blue-Mesa-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Blue-Mesa-Trail,34.93947,-109.75639
72,Blueberry Hill,0.6577,0,Blueberry Hill Trail,Denali National Park,Denali National Park,Alaska,United States,1448.406,46.9392,3,out and back,4.5,6,"['dogs-no', 'lake', 'views', 'wildlife']",['hiking'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Blueberry-Hill-Trail,Alaska,https://www.alltrails.com/trail/us/Alaska/Blueberry-Hill-Trail,63.49541,-150.88137
73,Boicourt Overlook Trail,0.66733,0,Boicourt Overlook Trail,Theodore Roosevelt National Park,Belfield,North Dakota,United States,1287.472,18.8976,1,out and back,4.5,26,"['dogs-no', 'kids', 'views']","['hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Boicourt-Overlook-Trail,North-Dakota,https://www.alltrails.com/trail/us/North-Dakota/Boicourt-Overlook-Trail,46.95934,-103.40174
74,Boiling River,0.78155,1,Boiling River Trail,Yellowstone National Park,Gardiner,Montana,United States,1931.208,22.86,1,out and back,4.5,60,"['dogs-no', 'forest', 'kids', 'hot-springs', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Boiling-River-Trail,Montana,https://www.alltrails.com/trail/us/Montana/Boiling-River-Trail,44.99241,-110.69126
75,Boiling Springs Lake,0.82289,1,Boiling Springs Lake Loop Trail,Lassen Volcanic National Park,Old Station,California,United States,3701.482,75.8952,1,loop,4.5,41,"['dogs-no', 'lake', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Boiling-Springs-Lake-Loop-Trail,California,https://www.alltrails.com/trail/us/California/Boiling-Springs-Lake-Loop-Trail,40.44391,-121.40467
76,Boucher Trail,0.68734,0,Boucher Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,28485.318,1714.8048,7,out and back,5,7,"['dogs-no', 'river', 'views']","['backpacking', 'hiking', 'trail-running']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Boucher-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Boucher-Trail,36.06032,-112.21239
77,Boulder Ale Trail,0.9006,1,Boulder Lake Trail,Olympic National Park,Port Angeles,Washington,United States,19151.146,1127.76,5,out and back,4.5,7,"['dogs-no', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'horseback-riding']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Boulder-Lake-Trail,Washington,https://www.alltrails.com/trail/us/Washington/Boulder-Lake-Trail,47.98665,-123.65158
78,Bowman Lake,0.7256,0,Bowman Lake Trail,Glacier National Park,Polebridge,Montana,United States,42164.708,941.832,5,out and back,4,40,"['beach', 'cave', 'dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Bowman-Lake-Trail,Montana,https://www.alltrails.com/trail/us/Montana/Bowman-Lake-Trail,48.83047,-114.20242
79,Boy Scout Trail,0.86876,1,Boy Scout Trail To Willow Hole Extended Route,Joshua Tree National Park,Twentynine Palms,California,United States,28324.384,504.7488,3,out and back,4.5,104,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Boy-Scout-Trail-To-Willow-Hole-Extended-Route,California,https://www.alltrails.com/trail/us/California/Boy-Scout-Trail-To-Willow-Hole-Extended-Route,34.11311,-116.15582
80,Brandywine Falls,0.77647,1,Stanford House to Brandywine Falls Trail,Cuyahoga Valley National Park,Northfield,Ohio,United States,6115.492,162.7632,3,loop,4.5,300,"['dogs-leash', 'forest', 'kids', 'partially-paved', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Stanford-House-to-Brandywine-Falls-Trail,Ohio,https://www.alltrails.com/trail/us/Ohio/Stanford-House-to-Brandywine-Falls-Trail,41.27104,-81.5567
81,Bridal Veil Falls,0.78735,1,Bridal Veil Falls via Cow Creek Trail,Rocky Mountain National Park,Estes Park,Colorado,United States,9816.974,293.8272,3,out and back,4.5,476,"['dogs-no', 'forest', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'snowshoeing', 'trail-running', 'horseback-riding']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Bridal-Veil-Falls-via-Cow-Creek-Trail,Colorado,https://www.alltrails.com/trail/us/Colorado/Bridal-Veil-Falls-via-Cow-Creek-Trail,40.43087,-105.50054
82,Bridalveil Falls,0.53904,0,Bridalveil Falls from Southside Drive,Yosemite National Park,Yosemite Valley,California,United States,1126.538,40.8432,1,out and back,4.5,44,"['forest', 'views', 'waterfall']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Bridalveil-Falls-from-Southside-Drive,California,https://www.alltrails.com/trail/us/California/Bridalveil-Falls-from-Southside-Drive,37.72039,-119.64861
83,Bridger Teton National Forest,0.69445,0,Gros Ventre Slide: Bridger-Teton National Forest,Grand Teton National Park,Jackson,Wyoming,United States,20438.618,277.9776,1,point to point,3.5,3,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'nature-trips', 'scenic-driving']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Gros-Ventre-Slide:-Bridger-Teton-National-Forest,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Gros-Ventre-Slide:-Bridger-Teton-National-Forest,43.5743,-110.73319
84,Bright Angel Trail,0.75814,1,Bright Angel Point Trail,Grand Canyon National Park,North Rim,Arizona,United States,1448.406,43.8912,1,out and back,4.5,142,"['dogs-no', 'kids', 'partially-paved', 'views']","['hiking', 'nature-trips', 'walking']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Bright-Angel-Point-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Bright-Angel-Point-Trail,36.19703,-112.05258
85,Brink of the Lower Falls Trail,0.74281,0,Brink of the Lower Falls Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,1287.472,76.8096,3,out and back,4.5,212,"['dogs-no', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Brink-of-the-Lower-Falls-Trail,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Brink-of-the-Lower-Falls-Trail,44.71933,-110.49733
86,Bristlecone Loop,0.68532,0,Bristlecone Loop Trail,Bryce Canyon National Park,Bryce,Utah,United States,1609.34,26.8224,1,loop,4,204,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,Bristlecone-Loop-Trail,Utah,https://www.alltrails.com/trail/us/Utah/Bristlecone-Loop-Trail,37.47529,-112.23953
